HAUPTNR,TITEL,JAHR,URL,NAMIDENT,AUSST_DATUM,AUSST_ORT,AUSST_TITEL
6008386,"Der Holzfäller",1910,http://server1102.cs.technik.fhnw.ch/bilder/040451E1.jpg,"Hodler, Ferdinand",21.11.1998-5.4.1999,Riehen,"Magie der Bäume"
6005054,"Der Genfersee von Chexbres aus",1905,http://server1102.cs.technik.fhnw.ch/bilder/051151CE1.jpg,"Hodler, Ferdinand",4.5.1913-30.9.1913,Mannheim,"Ausstellung des Deutschen Künstlerbundes 1913"
10820400,"Der Grand Muveran",1912,http://server1102.cs.technik.fhnw.ch/bilder/83374DS1.jpg,"Hodler, Ferdinand",4.5.1913-30.9.1913,Mannheim,"Ausstellung des Deutschen Künstlerbundes 1913"
6004818,"Das Jungfraumassiv von Mürren aus",1911,http://server1102.cs.technik.fhnw.ch/bilder/9918CE1.jpg,"Hodler, Ferdinand",4.5.1913-30.9.1913,Mannheim,"Ausstellung des Deutschen Künstlerbundes 1913"
6005065,"Genfersee mit Savoyer Alpen",1911,http://server1102.cs.technik.fhnw.ch/bilder/70087E1.jpg,"Hodler, Ferdinand",4.5.1913-30.9.1913,Mannheim,"Ausstellung des Deutschen Künstlerbundes 1913"
6004947,"Blick auf den Thunersee, Stockhorn, Wimmisfluh und Niesen",1884,http://server1102.cs.technik.fhnw.ch/bilder/43830C1.jpg,"Hodler, Ferdinand",4.5.1913-30.9.1913,Mannheim,"Ausstellung des Deutschen Künstlerbundes 1913"
6006496,"Uhrmacherwerkstatt in Madrid",1878,http://server1102.cs.technik.fhnw.ch/bilder/044694E1.jpg,"Hodler, Ferdinand",4.5.1913-30.9.1913,Mannheim,"Ausstellung des Deutschen Künstlerbundes 1913"
10480057,"Weib und Blumen (Das Lied)",1909,http://server1102.cs.technik.fhnw.ch/bilder/80484D1.jpg,"Hodler, Ferdinand",4.5.1913-30.9.1913,Mannheim,"Ausstellung des Deutschen Künstlerbundes 1913"
6004837,"Thunersee mit Stockhornkette",1910,http://server1102.cs.technik.fhnw.ch/bilder/9181CE1.jpg,"Hodler, Ferdinand",4.5.1913-30.9.1913,Mannheim,"Ausstellung des Deutschen Künstlerbundes 1913"
6008386,"Der Holzfäller",1910,http://server1102.cs.technik.fhnw.ch/bilder/040451E1.jpg,"Hodler, Ferdinand",4.5.1913-30.9.1913,Mannheim,"Ausstellung des Deutschen Künstlerbundes 1913"
6011121,Winterlandschaft,1904,http://server1102.cs.technik.fhnw.ch/bilder/19377DS1.jpg,"Amiet, Cuno",21.11.1998-5.4.1999,Riehen,"Magie der Bäume"
6010845,Apfelbaum,1907,http://server1102.cs.technik.fhnw.ch/bilder/29938CE1.jpg,"Amiet, Cuno",21.11.1998-5.4.1999,Riehen,"Magie der Bäume"
